,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000168497,1022.05295708158,-8.1692474937984,0.90128663468365,-9.06398384201691,1.2577105335124202e-19,7.87050097661403e-17
ENSG00000185736,4877.19482513886,-6.97633255602569,0.770529027108772,-9.05395164956048,1.3788589281793999e-19,8.45943470662846e-17
ENSG00000166819,382.444999279946,-6.53343503394464,0.724775685659845,-9.01442358403141,1.97908469464493e-19,1.1908380963604799e-16
ENSG00000290376,354.996590307306,-9.06648480419426,1.00954460599205,-8.9807669224134,2.6888590068784804e-19,1.58739074464568e-16
ENSG00000157933,2749.96005742383,-5.05539909507473,0.563533032651464,-8.97090108682487,2.94098473345671e-19,1.70408280231717e-16
ENSG00000134548,1184.17037393323,-5.51418828487915,0.614938982730576,-8.96704947927344,3.04563314936575e-19,1.73263301110009e-16
ENSG00000074410,5415.33981700235,5.21412967013643,0.584465400319559,8.9211947658246,4.61284567230827e-19,2.5773451471581e-16
ENSG00000160877,1856.46342817751,-6.68690345409362,0.752171190821262,-8.89013503268117,6.10346900120243e-19,3.3503761680460097e-16
ENSG00000164403,1848.23491522809,-6.84128541311593,0.771336823714275,-8.86938779892886,7.354912278197421e-19,3.96772155642274e-16
ENSG00000160469,6185.24212131275,-9.0813672375256,1.02426261171848,-8.86624888346665,7.565127856367599e-19,4.01195399148959e-16
ENSG00000007350,910.223812791896,7.43038303311587,0.838371358356612,8.8628779586185,7.79749228795914e-19,4.06626226996589e-16
ENSG00000137507,423.318003374871,-12.142960975569,1.37218269734228,-8.84937625222072,8.80097897689893e-19,4.51432510177361e-16
ENSG00000080573,5225.8804097922,-8.4844282848875,0.960981010663407,-8.82892397533467,1.05687525771292e-18,5.33364031267414e-16
ENSG00000123975,3459.0093920189,5.60547075220515,0.635570718349547,8.81958622442749,1.14883454560545e-18,5.70569588848397e-16
ENSG00000210135,907.376955182143,-11.3020350167014,1.28729726342679,-8.77966211674787,1.639664913584e-18,8.016168043926509e-16
ENSG00000130758,2684.68046067051,-6.96595996246741,0.793627726491507,-8.77736466348364,1.6734969985740298e-18,8.055699628981989e-16
ENSG00000250479,1476.88460078447,-7.36016497024035,0.839076612652161,-8.77174367543897,1.7592051025049497e-18,8.33996491701174e-16
ENSG00000173894,1724.03023046079,4.61109772581971,0.530249339729233,8.69609329108137,3.4350606285292297e-18,1.6041733135231502e-15
ENSG00000162804,888.970804598824,-5.79968411850608,0.667883226892875,-8.68367984847794,3.83166306643837e-18,1.76307214243809e-15
ENSG00000251429,2096.62848433889,-12.764045939888,1.4702254584298,-8.68169291090907,3.8992102059448294e-18,1.7681505526638802e-15
ENSG00000020181,413.911991300469,-6.292358682703,0.727198529613202,-8.65287597054124,5.02175912344632e-18,2.24465458876445e-15
ENSG00000288899,3114.14084332225,7.42670979292456,0.861029581459567,8.62538285889695,6.3878590870822896e-18,2.81506652078476e-15
ENSG00000184925,357.370614728664,-8.83798615580572,1.02512600916653,-8.62136564361617,6.6160281501257595e-18,2.8751236776289604e-15
ENSG00000176435,332.715751805397,-11.7954660512817,1.3687289078176,-8.61782489133606,6.823792921933629e-18,2.9247898182792e-15
ENSG00000130307,266.193556907029,-6.40453839755453,0.74433561615193,-8.60436912943217,7.67376513513195e-18,3.2446545582857204e-15
ENSG00000107331,67371.9305967739,-7.67082796682176,0.896097949511827,-8.56025613159884,1.1261704478914601e-17,4.5864822155239905e-15
ENSG00000131409,3943.26643149987,-6.94963519664498,0.811745640084563,-8.56134588652796,1.1155746798284401e-17,4.5864822155239905e-15
ENSG00000167615,14025.2123442753,-5.25964800481583,0.614445046505187,-8.55999740697956,1.12870059955686e-17,4.5864822155239905e-15
ENSG00000100364,19988.2937433526,-5.39014437669839,0.631348004602345,-8.53751708630706,1.37136698319912e-17,5.50111558170735e-15
ENSG00000110799,3303.90809249173,-8.37528356977061,0.98385869821136,-8.51268945936723,1.69944766441257e-17,6.7308883508613804e-15
ENSG00000163884,1426.53960678318,-5.08876523084036,0.599529588132721,-8.48793008980539,2.1035004069291302e-17,8.22705302905069e-15
ENSG00000197061,4527.53669472142,11.0326895543846,1.30111796713543,8.47939220966596,2.26373361132313e-17,8.7444396252703e-15
ENSG00000126461,3382.98300766068,-5.59144071245056,0.659880682554107,-8.47341172469023,2.3830844427957e-17,9.09321086958959e-15
ENSG00000129810,748.869383089013,7.69102106792409,0.909768758202643,8.45381971911041,2.8192451130408e-17,1.0627874739992e-14
ENSG00000232406,268.582167882362,-7.80786543206872,0.92562573048199,-8.43522946148334,3.30553617851641e-17,1.2312728748761901e-14
ENSG00000140090,1072.98475099101,-6.32772642369618,0.751511849416504,-8.41999554446043,3.76498626921783e-17,1.38591359267714e-14
ENSG00000135924,12896.566649297,-5.96897665235506,0.709447566630799,-8.41355574831558,3.97765094934704e-17,1.44717116923395e-14
ENSG00000079337,3278.23983101392,-5.80008884124352,0.689764005310658,-8.40880184612019,4.14220224045196e-17,1.4897168494425502e-14
ENSG00000107404,3116.64165606964,-4.65075902672944,0.55396812299747,-8.39535495574116,4.64488871161041e-17,1.65152185110884e-14
ENSG00000109956,12221.3205618958,-6.21046051219663,0.740234232393213,-8.38985856155005,4.86727386481336e-17,1.71114755006905e-14
ENSG00000279419,1107.62406388934,-10.1897721194645,1.21668304728878,-8.3750424090901,5.5203988961791705e-17,1.91919734513944e-14
ENSG00000142235,2080.63908926131,-7.67836898591425,0.918115247765982,-8.36318643503389,6.10466313048382e-17,2.09899785373306e-14
ENSG00000198899,726961.476115932,-5.77577942966868,0.692715948186644,-8.33787563977445,7.56370587728935e-17,2.5723999260272402e-14
ENSG00000288765,387.000304854322,6.24935340110494,0.749656221159958,8.33629232267983,7.665627060640261e-17,2.5790301623696e-14
ENSG00000012124,4059.51054751764,-11.2495009879001,1.35481729805888,-8.30333433446549,1.0122949222748001e-16,3.36954210883578e-14
ENSG00000185641,547.038731166011,4.46171170473531,0.537677906197614,8.29811240764557,1.05778569455744e-16,3.48390069442186e-14
ENSG00000107147,3227.06899656217,-9.80119621446483,1.18562236183203,-8.26670998286504,1.37706409347556e-16,4.4882248354955e-14
ENSG00000196169,3340.02320574742,-6.9876007730222,0.846494633847814,-8.2547490481534,1.52221744062108e-16,4.9053664410228604e-14
ENSG00000188818,1878.08509533247,-5.87972025289675,0.712378976311998,-8.25364089678248,1.5364054818634002e-16,4.9053664410228604e-14
ENSG00000066056,773.230975427577,-9.16830540949317,1.11214429572352,-8.24380922938475,1.66813043937518e-16,5.27213467854647e-14
ENSG00000169507,539.855190618359,-12.4936962309997,1.51721688416596,-8.23461455075204,1.8013667539111003e-16,5.63629643631244e-14
ENSG00000162572,1097.14063143627,-4.49179902217126,0.545789094099614,-8.22991714332688,1.87342982909622e-16,5.80373722005857e-14
ENSG00000100156,607.438094173984,-8.68480476821021,1.05712665484742,-8.21548177636647,2.11314141090429e-16,6.43870615174938e-14
ENSG00000198695,210361.822623819,-5.66292014276654,0.689392336850971,-8.21436479644351,2.1329025993907002e-16,6.43870615174938e-14
ENSG00000116819,545.602371656471,-5.09314882878791,0.620060187499475,-8.21395879217325,2.14013052440773e-16,6.43870615174938e-14
ENSG00000174939,4138.23842506583,-5.72537041945238,0.698119879219307,-8.20112790063356,2.38141993723276e-16,7.029457397743e-14
ENSG00000181722,3379.22321324449,4.57963645719489,0.558410847521251,8.20119536990299,2.38008356184905e-16,7.029457397743e-14
ENSG00000198835,1393.47879198783,-8.87283907121118,1.08445879974572,-8.18181296817513,2.79604802976338e-16,8.176219327408071e-14
ENSG00000123219,1467.58749505752,6.73730571254757,0.826011054549961,8.15643528671452,3.45057252322452e-16,9.99675589621964e-14
ENSG00000125503,4379.84709965156,-4.08191990197582,0.502003690318505,-8.13125477102763,4.24869320809576e-16,1.21960882374411e-13
ENSG00000157456,2252.01825227099,6.49774154307047,0.801898178585978,8.10295086905949,5.36419051999964e-16,1.52581961072971e-13
ENSG00000178951,2533.4923233813,-4.57688799309116,0.565090511954899,-8.09938920626658,5.52358048637971e-16,1.55700279133635e-13
ENSG00000172824,3520.17358851414,-5.99608924916096,0.740689760930123,-8.09527762558963,5.713389606732969e-16,1.59612720897382e-13
ENSG00000205085,385.112878153877,-5.1725816267225,0.639549198764898,-8.08785569071436,6.07242910561432e-16,1.68141800252714e-13
ENSG00000176887,36113.6112080855,8.80930237014904,1.09228273436956,8.06503855911773,7.32127555169622e-16,2.00943325207915e-13
ENSG00000214753,2845.26882944473,-4.08045900575924,0.506479809128402,-8.05650873384524,7.85043884282607e-16,2.135933747419e-13
ENSG00000144354,3528.92755953489,6.30557799348757,0.784275496253873,8.04000382978487,8.98356641952037e-16,2.40357139299848e-13
ENSG00000198727,716834.665500575,-4.97263474726865,0.618491007837058,-8.03994671589258,8.98775457767338e-16,2.40357139299848e-13
ENSG00000197283,1928.85800257446,-6.20737548858794,0.773815806756458,-8.0217739601455,1.04228811536541e-15,2.7637417662430797e-13
ENSG00000249669,250.765462347793,-11.3875122388322,1.4198347304958,-8.02030827549608,1.05480104994216e-15,2.77341765139834e-13
ENSG00000063169,858.053992244399,-4.88531766307229,0.609621211486612,-8.01369370196131,1.11313727670806e-15,2.90241268757653e-13
ENSG00000135426,1845.44089002702,-14.2670413042144,1.78405484297056,-7.99697462240502,1.2751350694219e-15,3.29733067662329e-13
ENSG00000183850,394.345134030667,5.10887648827545,0.639380144394692,7.99035836984283,1.3454705848441201e-15,3.4506909122284897e-13
ENSG00000084453,10379.9476403078,-7.26188782130825,0.90980078717363,-7.98184385382638,1.44163329528131e-15,3.66725725008592e-13
ENSG00000206120,322.612073990287,6.55022657660561,0.821055427136201,7.97781289803108,1.48948948850452e-15,3.72837092846544e-13
ENSG00000156970,1590.25900186043,6.85047104048751,0.858592898686197,7.97871849507488,1.4786036297509102e-15,3.72837092846544e-13
ENSG00000205517,348.571525347934,-7.15104125583795,0.896936089133793,-7.97274336763949,1.5519022410099102e-15,3.85376739833009e-13
ENSG00000163762,189.513547490845,-10.9835776001903,1.37868073214295,-7.96673032712802,1.6292767236450102e-15,4.01405034693926e-13
ENSG00000122515,6675.39601962772,-4.54519179069806,0.571623569428998,-7.9513722557632,1.8445676210324402e-15,4.4740059143010996e-13
ENSG00000090889,1590.34960267146,6.24840645715109,0.78578108429476,7.95184127238065,1.8375960299962e-15,4.4740059143010996e-13
ENSG00000120279,182.783604449428,-10.9312890428048,1.37695026308068,-7.93876825902775,2.04198881454401e-15,4.91475292448211e-13
ENSG00000070388,154.339656829915,-7.90772304698961,0.998374374160423,-7.92059897735212,2.36369133018402e-15,5.64561359008609e-13
ENSG00000176381,6292.53895220775,-9.90223286782865,1.25076492608227,-7.91694159416915,2.43424021911743e-15,5.77007137999736e-13
ENSG00000290124,203.699838811515,8.00322136042701,1.01191938056736,7.9089515569311,2.5956558505078e-15,6.10642675989011e-13
ENSG00000261678,1008.70834181575,-9.77186631756465,1.23576907691249,-7.90751807933178,2.6257101197318e-15,6.13103312957376e-13
ENSG00000112787,2154.25707498168,-4.95276798613981,0.626665862181776,-7.90336331533434,2.71476818631513e-15,6.29202828011956e-13
ENSG00000101057,1483.78979893743,6.91486396035477,0.875105388144951,7.90174995381174,2.7501469212000204e-15,6.32715786892848e-13
ENSG00000240771,334.292518158777,-8.22553095088141,1.04178274934856,-7.89562982879582,2.88852814566065e-15,6.54921428620117e-13
ENSG00000114841,1802.08585459758,-5.15662827816473,0.653060165483745,-7.89609985527908,2.8776617118979504e-15,6.54921428620117e-13
ENSG00000109805,1712.77543195478,7.00277100006569,0.887220524216881,7.89293169953072,2.9516917287798603e-15,6.64427931667577e-13
ENSG00000145198,1607.45556202374,-6.92416047477301,0.879536278385131,-7.87251264664839,3.47588523208254e-15,7.76835521618789e-13
ENSG00000169035,276.202255701832,-11.526773389224,1.46642882522585,-7.8604383594606,3.8279145927760405e-15,8.49444111300493e-13
ENSG00000166793,1260.59180494121,-4.88485698847,0.623652114693595,-7.83266323224121,4.77642460261296e-15,1.05246161543068e-12
ENSG00000251450,173.542252970133,-10.8564935057562,1.38664518770716,-7.82932332077509,4.9050275244052506e-15,1.0732406028749399e-12
ENSG00000198844,166.528427169393,-10.7970138052563,1.37936542299353,-7.82752244276527,4.97577841397408e-15,1.08116063051969e-12
ENSG00000010319,307.855331888837,-9.75819941041646,1.2476423416457,-7.82131151267673,5.227580138952511e-15,1.12803968943231e-12
ENSG00000280334,1201.74374974489,-8.51933849177433,1.09019950346553,-7.81447658405001,5.519189299525411e-15,1.1747613196792499e-12
ENSG00000180155,3237.17611551734,-5.28807938391477,0.676663130822337,-7.81493647731075,5.49907550985663e-15,1.1747613196792499e-12
ENSG00000051180,559.595624664036,5.44521819481556,0.696998983441984,7.81237609260989,5.61198050305274e-15,1.18644093216228e-12
ENSG00000168078,2952.34506551917,8.51243207749307,1.09258701623023,7.79107929257998,6.64392015119366e-15,1.39517864168254e-12
ENSG00000114812,625.083666399123,-8.78162454201608,1.12862865895126,-7.78079173549969,7.207205952612991e-15,1.48359386217966e-12
ENSG00000161281,933.927276585317,-7.33241480384714,0.942339409348932,-7.78107625671004,7.19101308552393e-15,1.48359386217966e-12
ENSG00000170961,1580.89193249407,8.57605259621188,1.10201345529258,7.78216686468222,7.12927467647713e-15,1.48359386217966e-12
ENSG00000169006,1089.20124951337,-5.79222668744954,0.745537172948808,-7.76919903878122,7.89839722404766e-15,1.6152480440733798e-12
ENSG00000235314,493.778481563809,-7.25883367166313,0.936709662046247,-7.7492887772783,9.24086523864738e-15,1.8775157951431e-12
ENSG00000188157,3330.75259614003,-5.78733183501194,0.748028025119926,-7.73678477365083,1.01962447970788e-14,2.04506604779359e-12
ENSG00000101421,4163.56605163756,-5.54473094212027,0.716666053411814,-7.73684049317477,1.01917790991471e-14,2.04506604779359e-12
ENSG00000152661,8447.21951387263,-5.58106532137572,0.722140316859582,-7.72850537641557,1.0881658911239901e-14,2.16863838008781e-12
ENSG00000166483,3722.02631171656,6.23511240558442,0.811202192133854,7.68626178041144,1.51496369130444e-14,3.0001075276724497e-12
ENSG00000011083,825.06381561995,-8.87790510920821,1.15531805572987,-7.68438185933105,1.53737470586381e-14,3.02534070262722e-12
ENSG00000287338,157.90433978797,-10.7203629464666,1.39592363907621,-7.67976316638714,1.59382972618235e-14,3.1168336439074697e-12
ENSG00000112936,200.377522247324,-11.0637077854109,1.44208924245508,-7.67199938789885,1.6933576108736e-14,3.2908985271195098e-12
ENSG00000135903,340.599252560081,10.0688117232835,1.31441510587146,7.66029824087255,1.8550179635471e-14,3.58281833712502e-12
ENSG00000165643,599.775054855996,-12.6455386565127,1.65113189592459,-7.65870896669431,1.87811457024329e-14,3.6051734225976797e-12
ENSG00000188747,1328.33830781895,-5.16640183276934,0.675591294167097,-7.6472297339751,2.0535525554156e-14,3.91790279917066e-12
ENSG00000224020,245.37666577394,5.51404243099505,0.723317210294411,7.62327005706207,2.47328683837875e-14,4.69010132642622e-12
ENSG00000127585,15272.9821955319,-7.54211736201232,0.989935191904395,-7.61879911300367,2.5604657970510802e-14,4.826169537586219e-12
ENSG00000099864,7407.10398180979,-5.17020693075619,0.679071129971318,-7.61364561467157,2.6647080198710402e-14,4.99257779842783e-12
ENSG00000165304,1380.11002981474,7.23678346586403,0.951661396523192,7.60436799506942,2.86299526732717e-14,5.33215826901189e-12
ENSG00000149564,700.499495024691,-5.74995951131964,0.756658149297706,-7.59915097280915,2.9807987120269996e-14,5.5187107041782795e-12
ENSG00000166473,341.574468965543,-6.83628935971129,0.900244720863818,-7.59381221713982,3.10628463521402e-14,5.7172082324241995e-12
ENSG00000072952,2686.50221265941,-5.69650058645891,0.750329823062571,-7.5919954283676,3.15016136216246e-14,5.7640584129065e-12
ENSG00000109814,4421.03464200218,4.5891552159705,0.60453412067168,7.59122613438531,3.1689235231268503e-14,5.76467721599511e-12
ENSG00000171903,239.089052245052,-8.67158639439028,1.14297843718966,-7.58683288523958,3.2781944196334703e-14,5.9289841153706095e-12
ENSG00000121005,2248.66956456805,4.335954889663,0.571880818494675,7.58192047964864,3.40476950722199e-14,6.122519144337299e-12
ENSG00000003436,3012.40480268701,5.20759682047971,0.68717615593921,7.57825599079779,3.5023084361428304e-14,6.26192735191275e-12
ENSG00000149554,972.615131614612,4.50401588318273,0.594455865334347,7.57670358025567,3.54445337386946e-14,6.2789657211033595e-12
ENSG00000198786,662166.49950637,-5.54779686501581,0.732244337901208,-7.57642849232151,3.55197332172743e-14,6.2789657211033595e-12
ENSG00000273151,282.887836675121,-6.13007879971822,0.809895366563157,-7.56897625644113,3.7617689397661104e-14,6.6124712559742695e-12
ENSG00000123485,1537.19724515552,7.08615446008729,0.937749050972351,7.55655732494707,4.13877539974688e-14,7.23453315545699e-12
ENSG00000167548,2035.16557438821,-4.04525445765933,0.53651934976668,-7.53981093024607,4.7065333072631303e-14,8.18126225838645e-12
ENSG00000230330,204.122650264472,6.54546364703475,0.87043171528184,7.51978992966194,5.4864323669125505e-14,9.484253167310879e-12
ENSG00000237973,6712.40016319138,-4.64602837105353,0.618172530827108,-7.51574704368892,5.6586872115558e-14,9.67511826023876e-12
ENSG00000196700,1392.38668802797,-4.10581702863441,0.546294379630707,-7.51575923481022,5.65815987696231e-14,9.67511826023876e-12
ENSG00000101160,2164.63159426462,-4.77963092834967,0.636399083734449,-7.51043024811153,5.893334982338e-14,1.00215520794768e-11
ENSG00000275832,10458.8344257228,-5.61421508749451,0.747957649463862,-7.50606012455223,6.09334399054389e-14,1.0287209652207e-11
ENSG00000204314,2062.906510192,-7.29719588620533,0.972234982825743,-7.50558868494576,6.11531527153476e-14,1.0287209652207e-11
ENSG00000109674,446.161873157087,8.27166595348044,1.1022062734179,7.50464423308928,6.1595656935296e-14,1.03062380205801e-11
ENSG00000220842,329.099669224173,3.94506923662609,0.526082565241923,7.4989545316179,6.4328835162523e-14,1.07063027840435e-11
ENSG00000135525,5947.06299652982,-5.23253936385353,0.698560088241941,-7.49046424484716,6.86304213466834e-14,1.1305685117472298e-11
ENSG00000166407,656.210116073916,4.80173296639632,0.641049786045971,7.49042129163425,6.86528867116152e-14,1.1305685117472298e-11
ENSG00000188011,507.866444066214,-12.4055304767712,1.65678213002542,-7.48772590671344,7.00771800295982e-14,1.1479816156785898e-11
ENSG00000124205,265.778211754432,-8.58236352959609,1.14657023212394,-7.48524886582645,7.14116868505246e-14,1.1637501405552398e-11
ENSG00000088325,5483.12349582431,6.19308285806397,0.828200789233653,7.47775532041515,7.5602788547047e-14,1.2256661403360399e-11
ENSG00000159239,214.318514846348,-11.1611284699066,1.49512328410567,-7.46502217479869,8.328558543129391e-14,1.3432591147215198e-11
ENSG00000089685,4582.89523092232,6.85908706553757,0.919137484999937,7.46252565853958,8.4879478818847e-14,1.3619456475707198e-11
ENSG00000088367,9145.88229686672,-5.66238013059386,0.758944240095761,-7.46086448970137,8.5956620384918e-14,1.37219219144066e-11
ENSG00000196405,5735.77011855952,-4.15098372963407,0.556751133559109,-7.45572569039659,8.93745209630799e-14,1.41951237889026e-11
ENSG00000204469,6993.11126516155,-5.15183311335664,0.691555054580937,-7.44963554127806,9.35984360290281e-14,1.47909164894559e-11
ENSG00000198752,2865.16152395199,-4.8229922583716,0.647670645572897,-7.44667415659301,9.57226488571238e-14,1.5050582714022798e-11
ENSG00000146216,1541.33893706779,-4.94149660251334,0.663682532662329,-7.44557278416049,9.65246960852251e-14,1.5100806079053e-11
ENSG00000131153,1986.74799253538,5.01666733405019,0.675786505358204,7.42345000125606,1.14108256188004e-13,1.77628518799326e-11
ENSG00000277494,5700.881027941,-11.6744755386984,1.57294865365988,-7.4220321887397,1.15336772038331e-13,1.7865209209442198e-11
ENSG00000112742,1308.1266352811,6.77819967565548,0.913732970731676,7.41814063054746,1.1877594956469099e-13,1.8307294019357698e-11
ENSG00000180071,2019.94476054093,-6.94336564565502,0.936202251498308,-7.4165231225868,1.20234898453479e-13,1.8441322243680898e-11
ENSG00000261429,18.0574867641948,21.0186432055422,2.83808830415541,7.40591586765203,1.30248392134721e-13,1.9879716787820898e-11
ENSG00000114200,3281.06974512787,4.21199339481983,0.568836817370761,7.40457239439637,1.3157373571873998e-13,1.9984517557784797e-11
ENSG00000093009,551.918502949278,5.84544955639695,0.790919958681373,7.39069673515703,1.4606141105800399e-13,2.2077852611564697e-11
ENSG00000196866,17.6003352005443,20.9817822099004,2.84130102445774,7.38456855830851,1.52948529865002e-13,2.2907458775474096e-11
ENSG00000198028,246.338160142624,6.51424512237902,0.882149769317764,7.38451150694854,1.53014122665284e-13,2.2907458775474096e-11
ENSG00000110492,5393.62837004253,3.93711252978334,0.53348266971261,7.38001954572261,1.58266296186059e-13,2.35809244826933e-11
ENSG00000159167,388.508802293604,5.79802005623179,0.786044800968473,7.37619541416488,1.62876899543572e-13,2.4152868766913797e-11
ENSG00000164970,3944.91959495457,-3.88233536271894,0.52763365863741,-7.35801308192677,1.86667756735532e-13,2.7550223775934296e-11
ENSG00000166924,1141.46938539757,-7.42490195485748,1.00924095988221,-7.35691698018678,1.8820631624333998e-13,2.7646889337736497e-11
ENSG00000182600,1781.38397260934,-5.42996168502783,0.738457669312087,-7.35311164157335,1.93645064973365e-13,2.8312899242764498e-11
ENSG00000287609,196.698077361222,-11.0373798107184,1.50300358310098,-7.34354856822512,2.08003867832394e-13,3.01307084287397e-11
