Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
1,0,0,0,2,0
327963,257525,36898,492,304,572
33,43,4,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
27,16,0,47,39,29
6662,2523,349,292,539,855
0,0,0,0,0,0
213,36,19,56,72,18
82142,43691,1605,3689,5408,2340
20,27,0,6,10,0
0,0,0,0,0,0
81,20,14,0,0,0
1019,606,99,2148,4917,7156
6,6,20,5,8,20
6,0,0,15,21,9
24,16,63,19,50,11
2,0,0,9,10,0
0,0,0,0,0,0
0,0,0,0,2,0
2,0,0,0,0,1
4,0,0,0,0,0
2172,1356,1029,1979,1898,1260
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
1,4,20,6,0,5
0,0,0,0,0,0
6,2,66,663,730,380
0,2,51,0,2,4
348,280,12,424,428,664
7,4,0,44,53,36
0,0,0,0,0,0
2061,969,392,574,859,1172
0,0,0,0,0,0
903,365,783,992,1503,1669
4,0,0,0,4,2
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,4,0,0
0,0,0,4,1,0
90,57,24,162,381,456
0,0,0,0,3,14
7,2,0,0,0,0
6,22,0,14,6,0
2631,534,151,101,112,618
0,0,0,0,0,0
136,288,590,691,1677,3146
2739,2891,2647,2118,2972,3533
0,0,0,0,6,1
0,0,0,2,0,0
0,0,0,0,0,0
11,31,0,0,4,0
2,0,0,2,14,6
0,1,0,4,1,0
4748,5033,1135,492,633,799
0,0,0,0,0,0
0,0,0,0,0,0
24,10,15,0,0,0
2,2,2,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
344,259,335,30,45,68
16101,9124,5549,1980,3016,4308
0,0,0,0,0,0
1919,1459,474,1477,1889,2139
17,12,26,6,6,5
0,0,0,0,0,0
0,0,0,0,0,0
1,15,0,18,0,4
389,748,59,4737,27177,56809
0,0,0,0,0,0
9314,6114,2384,1619,1886,2359
2011,634,1785,548,552,409
0,0,0,0,2,0
4,18,13,6,7,7
0,0,1,0,1,2
0,0,0,0,0,0
4,0,0,6,2,0
0,0,0,0,0,2
4923,2663,1652,1712,1666,1475
0,0,0,0,0,0
81,86,0,0,10,8
13,16,11,10,15,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
14,14,2,0,4,0
0,0,0,0,0,0
0,2,2,0,0,0
1455,1059,1811,1439,892,386
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21,8,0,8,5,2
1714,959,635,816,897,887
16413,6424,3611,2891,8032,14084
6,0,0,4,1,0
3369,2559,1533,1217,894,1147
0,0,0,0,0,0
0,0,0,0,1,0
23,2,0,17,15,47
4002,1026,809,234,581,934
22,251,146,200,295,479
4,28,10,298,427,548
0,0,0,0,0,0
0,0,0,0,0,0
4,10,0,0,2,0
0,0,0,5,0,0
16,6,0,0,0,0
0,0,0,0,4,0
0,0,0,0,0,0
0,1,0,0,0,2
460,632,126,245,278,410
0,12,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,10,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,30,0,11,7,6
0,0,0,0,0,0
2,0,0,0,0,0
6,18,0,6,2,14
0,0,0,0,0,0
20,6,0,0,2,2
0,0,0,0,0,0
798,1035,748,993,1010,703
0,0,0,0,0,4
2,2,0,0,0,0
1261,682,565,442,859,612
0,0,0,0,0,0
2,0,0,0,0,0
18,0,12,0,5,8
0,0,0,0,0,0
2,0,0,0,0,0
3,8,11,1,0,9
118,44,35,241,363,436
34,12,26,166,347,153
3711,1610,1291,483,643,1172
0,0,0,2,2,2
2111,70,72,1690,1673,2326
1158,428,227,132,182,247
0,2,0,0,0,0
7,8,0,2,0,0
0,0,0,0,0,0
11340,3526,1051,774,1493,1690
0,0,0,0,0,0
10,0,0,1,2,2
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,2
0,0,0,0,0,0
1,0,0,0,0,4
0,0,0,0,0,0
0,0,0,7,2,0
0,0,0,59,142,242
0,0,0,0,0,2
4,0,0,2,0,1
61,34,3,136,130,96
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,2,0,0
178,4,213,167,120,241
0,0,0,0,0,0
0,0,0,0,0,0
14399,1194,2137,6357,11088,39738
0,0,0,0,0,2
0,2,0,0,3,5
201,44,485,272,326,246
0,0,0,0,0,1
0,4,0,0,0,0
0,0,0,0,0,0
89,55,34,367,1585,2770
54235,27340,16974,6701,8067,10029
7,0,0,2,1,0
8,4,20,8,14,24
587,204,132,119,102,67
403,677,154,225,90,58
0,0,0,0,0,0
2,0,3,0,0,0
22,10,0,0,4,6
0,0,1235,34,4,8
39,21,12,7,16,3
0,0,0,0,0,0
373,71,22,106,104,323
0,0,4,0,0,0
2,0,0,0,0,0
4,2,0,0,2,0
12,2,8,4,0,8
54,22,0,0,0,0
6,2,0,2,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5235,3380,1536,2341,3679,4010
2,6,0,2,2,0
0,0,0,0,0,0
2,24,22,4,1,2
0,0,0,0,0,0
2,1,0,0,2,0
25,4,0,6,20,3
0,0,0,0,0,0
0,0,0,13,42,160
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,0,2,0
0,0,0,0,2,0
2,0,0,0,0,2
27436,17853,2488,814,162,119
0,0,0,0,0,0
0,0,0,2,0,0
4,43,28,6,0,4
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
2,0,0,0,1,0
2,0,0,0,0,0
0,0,0,0,0,0
0,33,0,5,4,5
2716,2877,242,607,721,944
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,2,0,0
0,0,8,0,0,0
0,4,0,0,0,0
0,16,0,0,2,0
0,0,0,0,0,0
6,4,12,0,0,0
26,13,14,79,28,7
8,0,0,0,6,16
265,554,1786,2116,1055,1671
22,11,0,24,24,18
0,0,0,429,191,14
10,2,0,2,8,2
2416,1467,267,564,703,914
14,11,11,32,35,39
8,23,0,9,20,30
0,0,0,0,0,0
36,17,4,2,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,81,0,62,24,5
0,0,0,0,0,0
4920,1952,915,7745,5361,4669
0,0,2,0,3,0
0,0,0,2,10,4
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,6,0,0,0,0
0,0,0,0,0,1
0,0,56,2,4,2
2,116,28,0,8,0
54,48,6,2,14,4
0,0,0,0,0,0
0,0,1,0,1,0
18,38,1,69,49,16
0,0,1,2,0,0
0,0,21,0,0,0
0,0,0,1,0,0
2,6,0,46,24,5
1162,2292,415,2777,3547,5508
3146,1649,434,1034,1053,793
2,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,2,1,8,10
952,910,792,130,408,81
0,0,0,0,0,0
0,0,0,0,0,0
2,11,0,0,2,2
0,0,0,0,0,0
0,0,0,0,0,0
12,14,17,9,22,19
0,0,0,0,0,0
2478,3545,1160,258,227,293
2,0,0,4,6,0
0,0,0,0,0,0
2,0,0,0,0,0
3354,4513,716,1587,544,269
0,0,0,0,0,0
4,0,2,4,2,0
345,54,0,107,138,110
24,0,0,0,0,6
0,0,0,0,0,0
25,2,19,0,0,2
15232,14697,2141,4924,6264,8436
0,0,0,0,0,0
786,199,104,48,45,55
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,8
0,0,0,0,0,0
8,2,1,2,0,0
0,0,0,0,0,2
1401,1216,1312,1576,4121,7589
20,5,6,2,18,17
42,17,0,24,12,2
0,0,0,0,0,0
2181,1804,818,1346,1479,1298
13,4,26,16,24,12
6,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12614,7607,1976,3760,7161,7286
0,0,0,0,0,0
0,0,0,0,0,0
1725,1056,935,557,851,1299
0,0,0,0,0,0
12750,8629,4046,2623,3492,4397
328,293,0,431,286,228
4,2,16,0,0,0
21,31,0,93,128,141
6688,6552,547,1803,2114,1814
0,0,0,0,0,0
0,0,0,0,0,0
503,425,4733,232,200,314
0,12,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,6,0,0,0
0,0,0,0,0,0
655,128,1623,170,1020,2587
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1804,1864,962,1988,2805,4910
1966,1738,79,1458,1657,758
0,2,0,9,8,4
0,0,0,0,0,0
28485,21139,2939,1923,1981,2845
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1041,670,112,1565,3653,7691
16,10,1,20,23,27
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,0,0,0,0,0
8,0,7,2,8,0
4275,3620,395,941,1233,1267
0,0,0,27,10,29
0,0,0,0,0,0
6,8,0,3,2,2
0,0,0,0,0,0
8,0,0,2,16,6
12294,7185,2035,2068,6994,7245
0,0,0,0,0,0
20,249,0,44,24,0
0,0,0,0,0,0
0,0,0,0,0,0
136620,23750,2886,10462,5812,1435
0,0,0,0,0,0
7677,8948,1083,2079,4072,7338
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,2
0,0,10,0,0,0
5,0,0,26,53,48
0,0,0,0,0,4
7,2,3,0,0,0
0,6,0,0,0,0
4,0,0,0,0,0
11,4,6,0,0,4
3433,3054,434,518,575,650
0,1,0,0,0,0
175,75,45,101,144,223
8390,11418,783,1245,1293,1203
0,0,0,4,3,0
0,0,0,2,0,0
19,29,3,22,19,4
0,0,0,7,8,4
0,0,0,0,0,0
0,0,0,10,0,11
2,14,0,209,68,2
0,4,0,0,0,0
4,0,0,147,95,70
2867,2085,305,454,266,195
1056,0,2682,462,1869,3830
47097,35353,4365,2967,3254,4387
0,31,10,0,0,0
0,0,0,8,3,2
0,0,0,7,2,2
25534,14444,3214,6371,6852,7560
2,0,0,1,1,0
0,0,0,0,0,0
23,9,1,149,757,2244
0,0,22,0,0,0
2,6,4,0,0,0
3054,502,152,250,238,374
0,0,6,0,0,0
5117,3411,351,2596,2983,1702
0,0,0,0,0,0
0,0,0,0,0,0
0,0,32,3,5,8
1,7,0,11,42,25
0,0,0,0,0,0
0,6,12,38,7,0
0,0,0,0,0,0
0,6,0,0,0,0
0,0,0,0,0,0
6,0,0,0,0,2
6,6,0,100,25,22
46428,7191,2238,1315,1801,1616
5989,6822,1741,741,1024,1661
0,0,0,0,0,0
0,0,0,0,0,0
2955,5361,196,1034,617,88
0,0,0,0,0,0
11,10,0,0,6,3
2,0,0,0,0,0
38,61,2,24,43,32
0,0,0,0,0,4
0,4,0,0,0,0
0,0,0,0,0,0
2,57,16,0,0,0
0,0,0,0,0,0
0,0,0,4,0,0
3424,1873,722,1226,1571,1635
0,0,0,0,0,0
2,4,2,8,4,1
0,0,2,0,0,0
0,0,0,0,8,4
86,63,48,28,18,11
3,2,4,48,60,144
0,0,0,2,0,0
5,12,16,320,72,34
2,0,0,0,2,0
1085,175,68,1490,825,1245
0,0,0,0,0,0
2,2,0,0,0,0
3,1,17,0,0,0
0,6,0,0,0,0
90,23,0,12,12,13
0,0,1,2,2,0
0,0,0,0,0,0
6160,6843,855,3202,4017,3861
0,0,0,0,0,0
2239,1658,467,3012,10507,14506
0,0,0,3,3,4
5857,3045,1944,3582,6495,8632
57868,27250,9428,7626,7128,7195
1938,770,406,435,552,579
0,0,0,0,0,0
3046,2515,370,1466,1796,2191
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,4,2
6,2,0,0,0,0
7755,2694,1265,3375,2649,2315
0,0,0,0,0,0
4,4,0,1,13,2
0,0,0,0,0,0
21,0,16,51,18,16
0,0,0,2,0,0
3991,3395,10520,2584,1726,6420
57,68,6,506,718,401
0,0,0,0,0,0
6,0,0,10,15,6
5187,4121,1498,866,871,1186
0,0,0,0,0,0
0,0,0,0,0,0
16,8,0,2,0,0
6,6,1,18,11,19
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,2,0,0
2,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,18,0,8,12,2
3,2,2,0,0,0
2,0,0,0,0,0
3759,2457,1240,1150,1759,2127
2,2,0,0,0,3
0,0,0,0,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4016,2739,1008,1415,970,750
1162,1328,169,430,488,447
29,13,556,333,616,1045
0,0,0,0,0,0
516,222,78,145,223,251
0,0,0,0,1,7
15,2,0,0,0,2
0,2,0,6,4,2
0,0,0,2,0,8
1197,389,484,526,642,764
0,2,0,0,0,0
0,0,0,0,0,0
1541,696,485,417,407,629
0,0,0,6,4,4
3656,3143,943,1896,1555,1571
0,0,0,0,0,0
0,0,0,0,0,0
10,6,4,2,0,0
0,0,0,0,0,0
5268,3769,1343,1523,1190,1378
0,5,5,0,0,0
94,14,6,8,6,0
14,1,0,15,22,37
15,0,0,2,2,0
0,0,0,0,2,3
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
239,252,152,500,456,462
1273,1747,347,378,328,270
2,0,2,8,4,12
854,1281,84,178,98,28
0,0,0,0,0,0
0,0,0,0,6,1
283,33,35,19,39,19
0,0,0,8,0,4
0,0,0,0,0,0
6,4,0,5,12,1
6,0,0,52,23,17
0,2,0,0,3,15
0,8,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3583,2332,1110,1447,1478,869
0,0,0,0,0,0
0,6,2,2,0,0
15387,16307,7392,6060,3439,1220
3,3,0,0,2,2
0,0,0,3,0,0
4,0,0,18,8,0
7240,1460,736,18,10,46
0,0,0,0,0,2
0,4,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
5,0,18,6,6,0
0,0,0,6,5,0
2,2,0,0,0,0
0,0,0,0,0,0
38,50,0,10,8,12
0,0,0,0,0,0
0,0,0,0,0,0
11,2,0,0,0,1
4233,2947,5146,12434,23762,23118
0,0,0,6,10,16
16,46,2,2,1,2
0,0,0,0,0,0
1678,497,615,268,971,2335
0,0,0,0,0,1
0,0,0,13,9,8
8506,6235,3260,4131,3364,3888
98,10,171,66,51,20
2270,1854,511,1249,1160,1055
0,0,0,4,19,10
0,0,4,3,4,0
0,0,0,0,0,0
8,8,2,0,0,0
18221,10214,3953,1278,1817,2490
0,0,0,0,0,0
2,0,0,339,110,43
0,0,0,0,0,0
0,0,0,0,0,0
11,4,0,10,8,0
0,0,0,0,0,0
10,0,0,0,0,2
0,2,0,0,1,2
0,0,0,0,2,25
0,0,0,0,0,0
2433,1305,596,966,1391,920
4,8,1,3,1,2
4,1,0,0,4,6
25,20,0,38,26,14
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
14,6,1,108,288,924
0,0,0,0,0,0
11,0,0,2,2,10
0,0,0,0,0,0
8,2,0,323,320,18
0,0,0,0,0,0
4,0,6,0,0,0
0,0,0,0,0,0
0,0,0,0,0,8
0,0,0,0,0,0
2,4,0,6,2,10
0,0,0,2,0,0
0,0,0,0,0,0
3954,2329,3585,673,1955,2475
0,0,0,0,0,0
487,831,214,1235,4076,7683
0,0,0,0,0,4
6,4,0,0,0,0
132,37,17,66,57,42
0,0,0,2,2,0
1,0,0,26,88,29
3558,2539,1346,770,1060,1656
2,0,0,0,0,0
0,20,24,15,16,9
20,28,18,0,0,0
0,2,0,0,0,0
0,0,18,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,2,0,70,47,61
0,0,0,0,1,3
2,0,0,0,0,0
0,0,1,0,2,3
12,4,0,2,2,0
33,41,0,0,23,6
0,4,0,0,0,0
0,0,0,2,207,108
4,8,0,0,0,0
0,0,0,0,0,2
1061,589,232,260,478,669
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
74,24,14,120,104,109
0,0,0,0,0,0
0,0,0,2,46,36
0,0,0,0,0,0
3,0,0,0,0,0
0,0,0,0,0,0
21,128,0,230,44,25
0,0,0,0,0,0
2993,1801,622,4519,2397,2160
50,11,0,22,16,10
0,0,0,0,0,0
311,1565,1488,5088,7571,10962
2,0,2,2,0,5
3,0,3,3,2,2
4696,1455,1573,1041,1859,2488
0,0,0,0,0,0
4,0,1,0,6,2
2,2,0,0,0,0
0,0,0,2,0,0
10,4,0,24,10,4
0,0,0,0,0,0
3075,3143,1675,790,772,962
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
0,0,0,0,1,2
0,0,0,0,0,0
15574,30144,1572,8596,5326,3681
96,29,8,15,31,103
8907,2357,990,124,92,150
10376,4308,882,801,1536,2062
2729,1516,366,1270,2427,2411
0,0,0,0,0,0
4167,1810,1195,1445,2644,3103
67,94,22,122,58,44
10,1,0,6,11,4
0,16,0,9,14,4
8,6,0,35,37,63
13402,6131,6046,4070,5074,6009
423,252,5,334,315,184
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
280,450,3,16,12,6
1108,1140,246,3445,3453,2599
22,6,24,14,6,9
0,0,0,0,0,0
55,50,71,10,10,32
0,0,11,0,0,0
7,0,2,63,74,48
1754,1609,249,595,821,617
0,0,0,0,0,0
4,2,0,0,3,4
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
400,188,477,2797,2368,4954
0,0,0,0,0,0
0,0,23,0,0,0
0,0,0,0,13,10
0,0,0,0,0,0
82,8,5,86,58,34
8,4,0,8,2,0
0,0,0,0,0,0
172,52,2,1049,938,441
0,0,0,0,0,0
21204,18792,2583,2303,6312,8791
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,8
0,0,0,0,0,0
4590,2276,594,3724,8082,7712
0,0,0,0,2,0
4005,2741,1055,3497,5351,4993
3543,2330,909,370,572,936
0,0,0,0,0,0
0,2,0,2,1,0
4165,3803,901,1568,2583,2241
0,0,0,2,0,0
0,114,0,0,2,2
2078,1282,244,696,927,981
0,0,0,0,0,0
0,0,0,0,0,0
71,22,48,180,232,215
2,4,0,35,22,20
0,1,0,0,0,0
366,127,132,252,347,408
457,429,154,276,296,294
656,527,476,277,250,172
2,0,0,2,0,0
11,15,0,7,8,9
0,0,0,2,0,0
0,0,1,0,0,0
4225,2537,725,1918,1906,2025
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,10,11,0,2,2
0,0,8,4,2,0
8,0,4,0,2,0
0,0,0,0,6,0
0,0,0,0,0,0
0,0,0,0,4,2
780,612,625,379,334,369
0,0,0,0,8,2
0,0,0,0,0,0
2,0,0,0,0,0
429,350,116,528,490,375
0,0,0,0,0,0
0,0,0,6,4,2
69,44,25,7,18,14
2,2,8,2,3,8
0,0,0,0,0,0
0,0,0,0,0,0
8,0,0,12,4,1
0,0,0,0,0,0
0,2,0,0,0,0
1920,1364,436,199,230,269
0,0,0,0,0,0
0,0,0,35,49,60
0,0,0,0,0,0
7777,5877,1126,1283,1910,2055
0,0,0,4,2,5
0,0,0,0,0,0
1374,1959,897,711,370,150
536,67,1175,98,1646,146
12,0,12,343,401,291
30077,38430,1906,2732,1532,682
168,141,62,45,112,111
6,4,6,527,902,1162
0,0,6,4,2,2
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,1,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,1,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,1
6,1,0,0,0,0
0,0,0,0,0,0
0,0,0,6,14,6
26,4,4,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,2,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,1,6,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,2
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,1,0
3,0,2,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
10,11,3,4,6,19
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
9,0,21,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,0,0
4,7,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,1,3,3,5
6,3,0,5,35,41
7,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
9,13,22,10,17,13
0,0,0,0,0,0
0,0,0,0,0,0
32,32,62,71,87,47
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,3,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
16,4,3,18,23,22
0,0,0,0,0,0
0,0,0,0,0,2
0,2,14,0,0,0
2,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
2,0,0,0,0,0
6,2,0,0,0,0
5835,3509,821,633,1098,1351
0,0,0,0,0,0
0,0,0,1,0,0
3,0,0,0,0,0
121,58,2,16,71,44
0,0,0,0,0,0
80,117,2,9,23,15
13,1,0,28,36,33
24,18,0,8,16,24
8194,4377,518,509,864,1191
0,0,0,0,0,0
3195,2328,808,1256,734,736
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15234,16645,3499,4092,3431,2389
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,0,0,0
14,0,2,2,6,6
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,2,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,6,4
11,9,16,5,16,13
0,0,0,2,5,2
8,0,34,0,0,0
2,2,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23,6,2,10,12,70
0,0,0,0,0,0
38,1,1,2,4,2
52,8,48,2,2,0
2,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
28,1,0,26,22,8
0,4,0,0,4,0
20,2,0,67,42,33
124,76,243,304,353,182
741,879,442,1454,1014,240
1319,963,422,1150,735,377
6586,4356,1330,2285,4600,6335
278,404,1061,308,192,112
27575,13266,1759,12576,5377,2815
0,2,2,0,1,0
2832,1719,718,1387,1750,2060
0,0,0,2,8,0
1064,510,267,388,515,555
2,66,77,2,2,2
783,941,613,1532,1592,1067
14,1,1,0,0,2
66,52,442,586,498,705
1067,384,784,986,1521,1516
0,0,0,4,2,0
0,16,5,5,2,2
20,0,0,4,20,38
0,0,0,0,0,0
0,0,0,0,4,0
72,22,177,322,545,865
2529,2646,535,2843,2697,2778
512,4,1580,912,1946,4285
0,0,0,0,0,0
125,68,1230,1129,1281,1818
0,0,0,0,0,1
0,0,0,0,0,0
4893,1793,4498,4093,7148,10692
142,521,87,244,321,277
10,0,0,2,1,0
9,2,0,69,39,26
78,72,2,1182,773,253
0,0,0,1,0,0
8,2,0,0,0,0
0,0,0,0,0,0
2,8,0,5,2,0
124,60,94,14,38,22
0,0,0,0,0,0
1774,1440,372,622,578,475
0,0,0,0,0,0
19,15,0,15,7,1
0,0,0,0,0,0
332,785,132,819,394,89
3329,3803,1396,5170,4970,1267
0,0,0,2,2,1
4151,2060,1071,1978,2113,1990
2046,1645,956,1146,1320,1166
91,121,64,82,86,99
48,70,31,12,45,43
1,1,0,0,2,1
2734,3064,1225,616,538,832
0,8,0,3,2,0
0,0,0,0,0,0
1751,647,52,703,1529,1870
5994,4926,1160,2221,1725,1848
0,0,0,0,0,0
192,48,160,1308,987,884
0,0,4,29,36,48
34,20,24,334,454,658
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,6,0,0
0,0,0,4,7,2
0,0,0,1,0,0
2,0,0,0,0,0
33,20,8,4,2,6
152,6,732,3650,43973,84956
0,0,0,8,7,0
29,11,564,746,1039,984
0,0,0,2,0,0
7,0,20,68,64,19
0,0,0,0,0,0
0,0,0,9,4,6
0,0,0,0,0,0
0,0,0,1,0,0
0,0,2,12,6,5
1,0,0,0,2,0
0,0,8,14,14,10
0,0,0,2,0,1
0,0,0,6,2,1
0,1,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
4,0,0,2,0,0
26,30,0,46,49,29
0,0,0,0,0,0
4500,5188,823,818,776,780
7251,3678,4164,3501,4066,3860
47,48,12,69,73,70
5311,4800,2113,2510,2602,2116
0,0,0,0,0,0
7,2,0,0,1,3
241,49,21,21,30,45
1,0,0,2,4,8
11,14,0,26,22,6
6,0,27,47,890,1336
0,0,0,10,8,10
17,7,7,9,17,12
14023,8618,2622,2438,3146,3968
65,25,23,45,77,81
12405,5224,1440,1285,1476,1762
18776,14835,3656,5124,6969,8126
16,4,3,3,2,11
0,0,0,0,0,0
6142,3927,2349,2693,3182,2729
82,2,4,177,250,308
9124,5157,5043,5169,4498,5802
158,196,591,337,526,473
2,0,0,1,5,20
0,2,41,24,16,121
113,67,77,105,131,211
28,52,16,25,35,28
24,14,52,142,143,123
1415,522,1095,1496,2059,2385
3324,2176,1634,1087,916,1165
3938,2812,3661,2521,2931,2461
2487,1281,1324,1057,986,1559
6,15,0,15,30,8
2,0,0,1,0,0
894,743,684,1709,2192,1907
126,117,119,363,267,216
4,0,18,11,0,4
2001,1776,2126,639,348,196
186,172,410,2239,1925,1959
1523,1341,1173,2525,3458,2906
0,0,0,0,0,0
1872,1142,3118,1470,1401,955
0,0,0,0,0,0
0,0,0,2,0,0
0,6,4,72,14,4
0,0,3,0,0,0
